"Sample","Reactions in minimal metagenome","% Coverage minimal metagenome"
"eB1_24","2906","56.05"
"eB1_240","3469","66.9"
"eB1_241","3812","73.52"
"eB1_242","3343","64.47"
"eB1_243","2739","52.83"
"eB1_244","3002","57.9"
"eB1_245","3408","65.73"
"eB1_246","3188","61.49"
"eB1_247","3508","67.66"
"eB1_248","2598","50.11"
"eB1_249","2966","57.2"
"eB1_25","2844","54.85"
"eB1_250","3159","60.93"
"eB1_251","3012","58.09"
"eB1_252","3227","62.24"
"eB1_253","3010","58.05"
"eB1_254","3285","63.36"
"eB1_255","3512","67.73"
"eB1_256","2288","44.13"
"eB1_257","3368","64.96"
"eB1_258","2722","52.5"
"eB1_259","2788","53.77"
"eB1_26","2563","49.43"
"eB1_260","3752","72.36"
"eB1_261","2667","51.44"
"eB1_262","3100","59.79"
"eB1_263","3128","60.33"
"eB1_264","2472","47.68"
"eB1_265","2709","52.25"
"eB1_266","3463","66.79"
"eB1_267","3506","67.62"
"eB1_268","3907","75.35"
"eB1_269","2970","57.28"
"eB1_27","2757","53.17"
"eB1_270","3088","59.56"
"eB1_271","3397","65.52"
"eB1_272","3388","65.34"
"eB1_273","3143","60.62"
"eB1_274","2925","56.41"
"eB1_275","3134","60.44"
"eB1_276","2946","56.82"
"eB1_277","3189","61.5"
"eB1_278","3574","68.93"
"eB1_279","2773","53.48"
"eB1_28","3070","59.21"
"eB1_280","3531","68.1"
"eB1_281","3479","67.1"
"eB1_282","3841","74.08"
"eB1_283","3218","62.06"
"eB1_284","2910","56.12"
"eB1_285","2804","54.08"
"eB1_286","2358","45.48"
"eB1_287","3807","73.42"
"eB1_288","3002","57.9"
"eB1_289","3536","68.2"
"eB1_29","3570","68.85"
"eB1_290","2813","54.25"
"eB1_291","2913","56.18"
"eB1_292","3045","58.73"
"eB1_293","3288","63.41"
"eB1_294","2981","57.49"
"eB1_295","3659","70.57"
"eB1_296","3246","62.6"
"eB1_297","3559","68.64"
"eB1_298","3134","60.44"
"eB1_299","2891","55.76"
"eB1_3","3405","65.67"
"eB1_30","3039","58.61"
"eB1_300","2910","56.12"
"eB1_301","3323","64.09"
"eB1_302","2853","55.02"
"eB1_303","3596","69.35"
"eB1_304","3046","58.75"
"eB1_305","3528","68.04"
"eB1_306","3305","63.74"
"eB1_307","2775","53.52"
"eB1_308","2785","53.71"
"eB1_309","2696","52"
"eB1_31","3121","60.19"
"eB1_310","3145","60.66"
"eB1_311","3026","58.36"
"eB1_312","3486","67.23"
"eB1_313","3116","60.1"
"eB1_314","3638","70.16"
"eB1_315","3602","69.47"
"eB1_316","3011","58.07"
"eB1_317","3439","66.33"
"eB1_318","2909","56.1"
"eB1_319","2840","54.77"
"eB1_32","3373","65.05"
"eB1_320","3041","58.65"
"eB1_321","2781","53.64"
"eB1_322","3492","67.35"
"eB1_323","2737","52.79"
"eB1_324","2621","50.55"
"eB1_325","3416","65.88"
"eB1_326","3217","62.04"
"eB1_327","3154","60.83"
"eB1_328","3309","63.82"
"eB1_329","2741","52.86"
"eB1_33","3379","65.17"
"eB1_330","3437","66.29"
"eB1_331","2927","56.45"
"eB1_332","2549","49.16"
"eB1_333","3753","72.38"
"eB1_334","2921","56.34"
"eB1_335","2623","50.59"
"eB1_336","2832","54.62"
"eB1_337","3513","67.75"
"eB1_338","3307","63.78"
"eB1_339","2756","53.15"
"eB1_34","2249","43.38"
"eB1_340","3598","69.39"
"eB1_341","2814","54.27"
"eB1_342","2605","50.24"
"eB1_343","2753","53.1"
"eB1_344","3211","61.93"
"eB1_345","3137","60.5"
"eB1_346","3261","62.89"
"eB1_347","2926","56.43"
"eB1_348","3215","62.01"
"eB1_349","2561","49.39"
"eB1_35","2934","56.59"
"eB1_350","3596","69.35"
"eB1_351","3219","62.08"
"eB1_352","3556","68.58"
"eB1_353","3645","70.3"
"eB1_354","2820","54.39"
"eB1_355","2659","51.28"
"eB1_356","3551","68.49"
"eB1_357","3567","68.79"
"eB1_358","2684","51.76"
"eB1_359","3459","66.71"
"eB1_36","3694","71.24"
"eB1_360","3762","72.56"
"eB1_361","2755","53.13"
"eB1_362","3380","65.19"
"eB1_363","2350","45.32"
"eB1_364","3041","58.65"
"eB1_365","3108","59.94"
"eB1_366","2520","48.6"
"eB1_367","3768","72.67"
"eB1_368","3758","72.48"
"eB1_369","3092","59.63"
"eB1_37","2455","47.35"
"eB1_370","3685","71.07"
"eB1_371","3087","59.54"
"eB1_372","2941","56.72"
"eB1_373","3175","61.23"
"eB1_374","3244","62.57"
"eB1_375","3295","63.55"
"eB1_376","3272","63.11"
"eB1_377","3634","70.09"
"eB1_378","2943","56.76"
"eB1_379","2731","52.67"
"eB1_38","3019","58.23"
"eB1_380","2486","47.95"
"eB1_381","3204","61.79"
"eB1_382","3092","59.63"
"eB1_383","2862","55.2"
"eB1_384","3069","59.19"
"eB1_385","2767","53.37"
"eB1_386","3698","71.32"
"eB1_387","3799","73.27"
"eB1_388","2545","49.08"
"eB1_389","2925","56.41"
"eB1_39","2864","55.24"
"eB1_390","2945","56.8"
"eB1_391","3215","62.01"
"eB1_392","2924","56.39"
"eB1_393","2669","51.48"
"eB1_394","3286","63.38"
"eB1_395","2458","47.41"
"eB1_396","3842","74.1"
"eB1_397","3154","60.83"
"eB1_398","3036","58.55"
"eB1_399","3239","62.47"
"eB1_4","2690","51.88"
"eB1_40","2997","57.8"
"eB1_400","3086","59.52"
"eB1_401","3700","71.36"
"eB1_402","3089","59.58"
"eB1_403","2369","45.69"
"eB1_404","2525","48.7"
"eB1_405","3220","62.1"
"eB1_406","2788","53.77"
"eB1_407","3534","68.16"
"eB1_408","3516","67.81"
"eB1_409","2803","54.06"
"eB1_41","2665","51.4"
"eB1_410","2989","57.65"
"eB1_411","3800","73.29"
"eB1_412","3463","66.79"
"eB1_413","3082","59.44"
"eB1_414","2957","57.03"
"eB1_415","3048","58.78"
"eB1_416","2775","53.52"
"eB1_417","2629","50.7"
"eB1_418","3155","60.85"
"eB1_419","3324","64.11"
"eB1_42","3277","63.2"
"eB1_420","3180","61.33"
"eB1_421","2917","56.26"
"eB1_422","3734","72.02"
"eB1_423","3190","61.52"
"eB1_424","2810","54.19"
"eB1_425","3038","58.59"
"eB1_426","3314","63.92"
"eB1_427","3594","69.32"
"eB1_428","2235","43.11"
"eB1_429","2982","57.51"
"eB1_43","3133","60.42"
"eB1_430","3041","58.65"
"eB1_431","2874","55.43"
"eB1_432","3543","68.33"
"eB1_433","3706","71.48"
"eB1_434","3279","63.24"
"eB1_435","2960","57.09"
"eB1_436","3016","58.17"
"eB1_437","3259","62.85"
"eB1_438","2914","56.2"
"eB1_439","3139","60.54"
"eB1_44","2877","55.49"
"eB1_440","3864","74.52"
"eB1_441","3083","59.46"
"eB1_442","2842","54.81"
"eB1_443","3651","70.41"
"eB1_444","2627","50.67"
"eB1_445","3234","62.37"
"eB1_446","2880","55.54"
"eB1_447","3499","67.48"
"eB1_448","2944","56.78"
"eB1_449","2871","55.37"
"eB1_45","2858","55.12"
"eB1_450","2889","55.72"
"eB1_451","3420","65.96"
"eB1_452","2910","56.12"
"eB1_453","2955","56.99"
"eB1_454","3047","58.77"
"eB1_455","2870","55.35"
"eB1_456","3331","64.24"
"eB1_457","3226","62.22"
"eB1_458","3145","60.66"
"eB1_459","3229","62.28"
"eB1_46","3532","68.12"
"eB1_460","3430","66.15"
"eB1_461","3404","65.65"
"eB1_462","2742","52.88"
"eB1_463","3645","70.3"
"eB1_464","3131","60.39"
"eB1_465","3504","67.58"
"eB1_466","3700","71.36"
"eB1_467","2815","54.29"
"eB1_468","3535","68.18"
"eB1_469","3114","60.06"
"eB1_47","3139","60.54"
"eB1_470","3042","58.67"
"eB1_471","2972","57.32"
"eB1_472","2917","56.26"
"eB1_473","3211","61.93"
"eB1_474","3552","68.51"
"eB1_475","2835","54.68"
"eB1_476","3617","69.76"
"eB1_477","3236","62.41"
"eB1_478","2746","52.96"
"eB1_479","2987","57.61"
"eB1_48","2765","53.33"
"eB1_480","3164","61.02"
"eB1_481","3757","72.46"
"eB1_482","2878","55.51"
"eB1_483","3819","73.65"
"eB1_484","3198","61.68"
"eB1_485","3229","62.28"
"eB1_486","2775","53.52"
"eB1_487","2933","56.57"
"eB1_488","2609","50.32"
"eB1_489","2947","56.84"
"eB1_49","3146","60.68"
"eB1_490","2674","51.57"
"eB1_491","3669","70.76"
"eB1_492","3008","58.01"
"eB1_493","3748","72.29"
"eB1_494","2571","49.59"
"eB1_495","3130","60.37"
"eB1_496","3275","63.16"
"eB1_497","2697","52.02"
"eB1_498","3712","71.59"
"eB1_499","2584","49.84"
"eB1_5","3649","70.38"
"eB1_50","3157","60.89"
"eB1_500","2951","56.91"
"eB1_501","3347","64.55"
"eB1_502","3714","71.63"
"eB1_503","3311","63.86"
"eB1_504","2760","53.23"
"eB1_505","3483","67.17"
"eB1_506","3358","64.76"
"eB1_507","3238","62.45"
"eB1_508","2753","53.1"
"eB1_509","2998","57.82"
"eB1_51","3104","59.86"
"eB1_510","2844","54.85"
"eB1_511","3085","59.5"
"eB1_512","2983","57.53"
"eB1_513","3480","67.12"
"eB1_514","3545","68.37"
"eB1_515","3126","60.29"
"eB1_516","2865","55.26"
"eB1_517","2448","47.21"
"eB1_518","3336","64.34"
"eB1_519","2908","56.08"
"eB1_52","2695","51.98"
"eB1_520","2722","52.5"
"eB1_521","3279","63.24"
"eB1_522","3730","71.94"
"eB1_523","3495","67.41"
"eB1_524","3215","62.01"
"eB1_525","3842","74.1"
"eB1_526","3174","61.22"
"eB1_527","3452","66.58"
"eB1_528","2920","56.32"
"eB1_529","3809","73.46"
"eB1_53","2116","40.81"
"eB1_530","2943","56.76"
"eB1_531","3052","58.86"
"eB1_532","3134","60.44"
"eB1_533","3053","58.88"
"eB1_534","3022","58.28"
"eB1_535","3258","62.84"
"eB1_536","2687","51.82"
"eB1_537","3424","66.04"
"eB1_538","3439","66.33"
"eB1_539","2586","49.87"
"eB1_54","3374","65.07"
"eB1_540","3636","70.13"
"eB1_541","3513","67.75"
"eB1_542","3419","65.94"
"eB1_543","3812","73.52"
"eB1_544","3221","62.12"
"eB1_545","3063","59.07"
"eB1_546","2842","54.81"
"eB1_547","3386","65.3"
"eB1_548","3045","58.73"
"eB1_549","3060","59.02"
"eB1_55","2827","54.52"
"eB1_550","2701","52.09"
"eB1_551","3664","70.67"
"eB1_552","2359","45.5"
"eB1_553","2718","52.42"
"eB1_554","2550","49.18"
"eB1_555","3732","71.98"
"eB1_556","3886","74.95"
"eB1_557","3159","60.93"
"eB1_558","3424","66.04"
"eB1_559","3785","73"
"eB1_56","2935","56.61"
"eB1_560","3301","63.66"
"eB1_561","3546","68.39"
"eB1_562","3144","60.64"
"eB1_563","3396","65.5"
"eB1_564","3056","58.94"
"eB1_565","3761","72.54"
"eB1_566","2450","47.25"
"eB1_567","3300","63.65"
"eB1_568","3729","71.92"
"eB1_569","2414","46.56"
"eB1_57","3518","67.85"
"eB1_570","3599","69.41"
"eB1_571","2891","55.76"
"eB1_572","3582","69.08"
"eB1_573","2948","56.86"
"eB1_574","2980","57.47"
"eB1_575","3317","63.97"
"eB1_576","2574","49.64"
"eB1_577","3765","72.61"
"eB1_578","2929","56.49"
"eB1_579","3220","62.1"
"eB1_58","2697","52.02"
"eB1_580","3176","61.25"
"eB1_581","2928","56.47"
"eB1_582","2633","50.78"
"eB1_583","3424","66.04"
"eB1_584","3039","58.61"
"eB1_585","3379","65.17"
"eB1_586","2818","54.35"
"eB1_587","3451","66.56"
"eB1_588","3035","58.53"
"eB1_589","2450","47.25"
"eB1_59","2762","53.27"
"eB1_590","2938","56.66"
"eB1_591","3790","73.1"
"eB1_592","2733","52.71"
"eB1_593","2903","55.99"
"eB1_594","2982","57.51"
"eB1_595","3464","66.81"
"eB1_596","2593","50.01"
"eB1_597","2760","53.23"
"eB1_598","2942","56.74"
"eB1_599","3286","63.38"
"eB1_6","3709","71.53"
"eB1_60","3633","70.07"
"eB1_600","2812","54.23"
"eB1_601","3549","68.45"
"eB1_602","3180","61.33"
"eB1_603","2926","56.43"
"eB1_604","2789","53.79"
"eB1_605","3267","63.01"
"eB1_606","2486","47.95"
"eB1_607","2821","54.41"
"eB1_608","3243","62.55"
"eB1_609","2995","57.76"
"eB1_61","3217","62.04"
"eB1_610","3152","60.79"
"eB1_611","3554","68.54"
"eB1_612","2615","50.43"
"eB1_613","3246","62.6"
"eB1_614","3240","62.49"
"eB1_615","3645","70.3"
"eB1_616","3659","70.57"
"eB1_617","3209","61.89"
"eB1_618","2608","50.3"
"eB1_619","3145","60.66"
"eB1_62","3239","62.47"
"eB1_620","3518","67.85"
"eB1_621","3436","66.27"
"eB1_622","2783","53.67"
"eB1_623","3315","63.93"
"eB1_624","3407","65.71"
"eB1_625","3662","70.63"
"eB1_626","3634","70.09"
"eB1_627","3341","64.44"
"eB1_628","2888","55.7"
"eB1_629","2933","56.57"
"eB1_63","2692","51.92"
"eB1_630","2977","57.42"
"eB1_631","2946","56.82"
"eB1_632","2606","50.26"
"eB1_633","3701","71.38"
"eB1_634","3104","59.86"
"eB1_635","3082","59.44"
"eB1_636","3204","61.79"
"eB1_637","2608","50.3"
"eB1_638","2635","50.82"
"eB1_639","3007","57.99"
"eB1_64","3718","71.71"
"eB1_640","2853","55.02"
"eB1_641","2888","55.7"
"eB1_642","3574","68.93"
"eB1_643","2391","46.11"
"eB1_644","2709","52.25"
"eB1_645","3453","66.6"
"eB1_646","2592","49.99"
"eB1_647","3531","68.1"
"eB1_648","3211","61.93"
"eB1_649","2900","55.93"
"eB1_65","3343","64.47"
"eB1_650","2619","50.51"
"eB1_651","3333","64.28"
"eB1_652","3440","66.35"
"eB1_653","2257","43.53"
"eB1_654","3214","61.99"
"eB1_655","3177","61.27"
"eB1_656","2907","56.07"
"eB1_657","3462","66.77"
"eB1_658","3049","58.8"
"eB1_659","3169","61.12"
"eB1_66","3297","63.59"
"eB1_660","3172","61.18"
"eB1_661","3252","62.72"
"eB1_662","2978","57.43"
"eB1_663","2897","55.87"
"eB1_664","3464","66.81"
"eB1_665","3125","60.27"
"eB1_666","3802","73.33"
"eB1_667","3810","73.48"
"eB1_668","2642","50.95"
"eB1_669","3707","71.49"
"eB1_67","3168","61.1"
"eB1_670","3058","58.98"
"eB1_671","2945","56.8"
"eB1_672","3663","70.65"
"eB1_673","2558","49.33"
"eB1_674","2420","46.67"
"eB1_675","2873","55.41"
"eB1_676","2959","57.07"
"eB1_677","2945","56.8"
"eB1_678","3065","59.11"
"eB1_679","3376","65.11"
"eB1_68","3002","57.9"
"eB1_680","2867","55.29"
"eB1_681","3694","71.24"
"eB1_682","3507","67.64"
"eB1_683","2960","57.09"
"eB1_684","2682","51.73"
"eB1_685","3189","61.5"
"eB1_686","3410","65.77"
"eB1_687","3498","67.46"
"eB1_688","2609","50.32"
"eB1_689","3447","66.48"
"eB1_69","3305","63.74"
"eB1_690","3014","58.13"
"eB1_691","3078","59.36"
"eB1_692","2923","56.37"
"eB1_693","3534","68.16"
"eB1_694","3865","74.54"
"eB1_695","2970","57.28"
"eB1_696","2822","54.43"
"eB1_697","3241","62.51"
"eB1_698","2836","54.7"
"eB1_699","2541","49.01"
"eB1_7","3042","58.67"
"eB1_70","2919","56.3"
"eB1_700","3041","58.65"
"eB1_701","3211","61.93"
"eB1_702","2799","53.98"
"eB1_703","2571","49.59"
"eB1_704","2658","51.26"
"eB1_705","3288","63.41"
"eB1_706","2529","48.78"
"eB1_707","3869","74.62"
"eB1_708","2747","52.98"
"eB1_709","3231","62.31"
"eB1_71","2933","56.57"
"eB1_710","3497","67.44"
"eB1_711","2818","54.35"
"eB1_712","3054","58.9"
"eB1_713","2651","51.13"
"eB1_714","2791","53.83"
"eB1_715","3484","67.19"
"eB1_716","3663","70.65"
"eB1_717","2963","57.15"
"eB1_718","3005","57.96"
"eB1_719","3096","59.71"
"eB1_72","3224","62.18"
"eB1_720","3917","75.54"
"eB1_721","3395","65.48"
"eB1_722","2894","55.81"
"eB1_723","2821","54.41"
"eB1_724","3054","58.9"
"eB1_725","2784","53.69"
"eB1_726","2949","56.88"
"eB1_727","3284","63.34"
"eB1_728","2827","54.52"
"eB1_729","3439","66.33"
"eB1_73","3775","72.81"
"eB1_730","3350","64.61"
"eB1_731","3072","59.25"
"eB1_732","3106","59.9"
"eB1_733","2623","50.59"
"eB1_734","3025","58.34"
"eB1_735","2839","54.75"
"eB1_736","3611","69.64"
"eB1_737","2983","57.53"
"eB1_738","3045","58.73"
"eB1_739","2717","52.4"
"eB1_74","2979","57.45"
"eB1_740","3207","61.85"
"eB1_741","3258","62.84"
"eB1_742","2516","48.52"
"eB1_743","3743","72.19"
"eB1_744","2508","48.37"
"eB1_745","3359","64.78"
"eB1_746","2704","52.15"
"eB1_747","2771","53.44"
"eB1_748","3081","59.42"
"eB1_749","2966","57.2"
"eB1_75","3614","69.7"
"eB1_750","3869","74.62"
"eB1_751","2968","57.24"
"eB1_752","2690","51.88"
"eB1_753","3034","58.51"
"eB1_754","2833","54.64"
"eB1_755","2712","52.3"
"eB1_756","3555","68.56"
"eB1_757","2965","57.18"
"eB1_758","3386","65.3"
"eB1_759","2653","51.17"
"eB1_76","3069","59.19"
"eB1_760","3349","64.59"
"eB1_761","2697","52.02"
"eB1_762","3538","68.24"
"eB1_763","3183","61.39"
"eB1_764","2825","54.48"
"eB1_765","3240","62.49"
"eB1_766","3513","67.75"
"eB1_767","2798","53.96"
"eB1_768","3104","59.86"
"eB1_769","2994","57.74"
"eB1_77","3369","64.98"
"eB1_770","2899","55.91"
"eB1_771","3638","70.16"
"eB1_772","3304","63.72"
"eB1_773","3055","58.92"
"eB1_774","2802","54.04"
"eB1_775","2820","54.39"
"eB1_776","3110","59.98"
"eB1_777","2904","56.01"
"eB1_778","3538","68.24"
"eB1_779","3079","59.38"
"eB1_78","2892","55.78"
"eB1_780","3772","72.75"
"eB1_781","2986","57.59"
"eB1_782","3451","66.56"
"eB1_783","3103","59.85"
"eB1_784","3287","63.39"
"eB1_785","2774","53.5"
"eB1_786","3336","64.34"
"eB1_787","2918","56.28"
"eB1_788","3259","62.85"
"eB1_789","2895","55.83"
"eB1_79","3485","67.21"
"eB1_790","3697","71.3"
"eB1_791","2552","49.22"
"eB1_792","3071","59.23"
"eB1_793","3004","57.94"
"eB1_794","2616","50.45"
"eB1_795","2788","53.77"
"eB1_796","3198","61.68"
"eB1_797","2746","52.96"
"eB1_798","2733","52.71"
"eB1_799","3001","57.88"
"eB1_8","2902","55.97"
"eB1_80","3192","61.56"
"eB1_800","3333","64.28"
"eB1_801","2728","52.61"
"eB1_802","3453","66.6"
"eB1_803","2704","52.15"
"eB1_804","3580","69.05"
"eB1_805","2987","57.61"
"eB1_806","3608","69.59"
"eB1_807","2665","51.4"
"eB1_808","3532","68.12"
"eB1_809","3076","59.32"
"eB1_81","2912","56.16"
"eB1_810","2869","55.33"
"eB1_811","2791","53.83"
"eB1_812","3443","66.4"
"eB1_813","3408","65.73"
"eB1_814","2639","50.9"
"eB1_815","3176","61.25"
"eB1_816","2921","56.34"
"eB1_817","2778","53.58"
"eB1_818","2607","50.28"
"eB1_819","3397","65.52"
"eB1_82","2868","55.31"
"eB1_820","3222","62.14"
"eB1_821","2849","54.95"
"eB1_822","3055","58.92"
"eB1_823","3095","59.69"
"eB1_824","3518","67.85"
"eB1_825","3650","70.4"
"eB1_826","3214","61.99"
"eB1_827","3160","60.95"
"eB1_828","2738","52.81"
"eB1_829","3560","68.66"
"eB1_83","3470","66.92"
"eB1_830","3353","64.67"
"eB1_831","2420","46.67"
"eB1_832","2493","48.08"
"eB1_833","3068","59.17"
"eB1_834","3209","61.89"
"eB1_835","2635","50.82"
"eB1_836","2813","54.25"
"eB1_837","3441","66.36"
"eB1_838","3306","63.76"
"eB1_839","2958","57.05"
"eB1_84","2968","57.24"
"eB1_840","3190","61.52"
"eB1_841","3372","65.03"
"eB1_842","2884","55.62"
"eB1_843","2983","57.53"
"eB1_844","2733","52.71"
"eB1_845","3621","69.84"
"eB1_846","3565","68.76"
"eB1_847","3308","63.8"
"eB1_848","2848","54.93"
"eB1_849","3398","65.54"
"eB1_85","3954","76.26"
"eB1_850","3010","58.05"
"eB1_851","3173","61.2"
"eB1_852","2878","55.51"
"eB1_853","3521","67.91"
"eB1_854","2917","56.26"
"eB1_855","3659","70.57"
"eB1_856","3596","69.35"
"eB1_857","3513","67.75"
"eB1_858","3087","59.54"
"eB1_859","3772","72.75"
"eB1_86","2648","51.07"
"eB1_860","3065","59.11"
"eB1_861","3367","64.94"
"eB1_862","2528","48.76"
"eB1_863","2475","47.73"
"eB1_864","3391","65.4"
"eB1_865","2869","55.33"
"eB1_866","2964","57.16"
"eB1_867","3213","61.97"
"eB1_868","2918","56.28"
"eB1_869","3188","61.49"
"eB1_87","3086","59.52"
"eB1_870","2674","51.57"
"eB1_871","3097","59.73"
"eB1_872","2604","50.22"
"eB1_873","2285","44.07"
"eB1_874","2779","53.6"
"eB1_875","3221","62.12"
"eB1_876","3398","65.54"
"eB1_877","3241","62.51"
"eB1_878","1983","38.24"
"eB1_879","3353","64.67"
"eB1_88","2767","53.37"
"eB1_880","2836","54.7"
"eB1_881","2910","56.12"
"eB1_882","2838","54.73"
"eB1_883","2916","56.24"
"eB1_884","3117","60.12"
"eB1_885","2438","47.02"
"eB1_886","2952","56.93"
"eB1_887","3249","62.66"
"eB1_888","3193","61.58"
"eB1_889","3309","63.82"
"eB1_89","3232","62.33"
"eB1_890","3120","60.17"
"eB1_891","3276","63.18"
"eB1_892","3305","63.74"
"eB1_893","2667","51.44"
"eB1_894","3023","58.3"
"eB1_895","3125","60.27"
"eB1_896","2424","46.75"
"eB1_897","3577","68.99"
"eB1_898","3082","59.44"
"eB1_899","3069","59.19"
"eB1_9","2824","54.46"
"eB1_90","2768","53.38"
"eB1_900","3291","63.47"
"eB1_901","2960","57.09"
"eB1_902","2777","53.56"
"eB1_903","2941","56.72"
"eB1_904","2675","51.59"
"eB1_905","3018","58.21"
"eB1_906","3301","63.66"
"eB1_907","3023","58.3"
"eB1_908","3374","65.07"
"eB1_909","3139","60.54"
"eB1_91","2981","57.49"
"eB1_910","3496","67.43"
"eB1_911","3321","64.05"
"eB1_912","3394","65.46"
"eB1_913","2977","57.42"
"eB1_914","2165","41.76"
"eB1_915","3252","62.72"
"eB1_916","2816","54.31"
"eB1_917","3172","61.18"
"eB1_918","2739","52.83"
"eB1_919","3518","67.85"
"eB1_92","2731","52.67"
"eB1_920","2656","51.22"
"eB1_921","3322","64.07"
"eB1_922","3053","58.88"
"eB1_923","3198","61.68"
"eB1_924","3011","58.07"
"eB1_925","3073","59.27"
"eB1_926","3193","61.58"
"eB1_927","2804","54.08"
"eB1_928","2838","54.73"
"eB1_929","3542","68.31"
"eB1_93","3523","67.95"
"eB1_930","3702","71.4"
"eB1_931","2444","47.14"
"eB1_932","3375","65.09"
"eB1_933","3281","63.28"
"eB1_934","2721","52.48"
"eB1_935","2884","55.62"
"eB1_936","2991","57.69"
"eB1_937","3166","61.06"
"eB1_938","3171","61.16"
"eB1_939","2662","51.34"
"eB1_94","3414","65.84"
"eB1_940","2366","45.63"
"eB1_941","3457","66.67"
"eB1_942","3126","60.29"
"eB1_943","3290","63.45"
"eB1_944","3803","73.35"
"eB1_945","3219","62.08"
"eB1_946","3461","66.75"
"eB1_947","2795","53.91"
"eB1_948","3133","60.42"
"eB1_949","3664","70.67"
"eB1_95","3088","59.56"
"eB1_950","2723","52.52"
"eB1_951","3194","61.6"
"eB1_952","3425","66.06"
"eB1_953","3728","71.9"
"eB1_954","3428","66.11"
"eB1_955","2704","52.15"
"eB1_956","3242","62.53"
"eB1_957","2914","56.2"
"eB1_958","2705","52.17"
"eB1_959","2982","57.51"
"eB1_96","3291","63.47"
"eB1_960","3094","59.67"
"eB1_961","3448","66.5"
"eB1_962","3236","62.41"
"eB1_963","3194","61.6"
"eB1_964","2922","56.35"
"eB1_965","2607","50.28"
"eB1_966","2611","50.36"
"eB1_967","2947","56.84"
"eB1_968","3598","69.39"
"eB1_969","2788","53.77"
"eB1_97","3053","58.88"
"eB1_970","2917","56.26"
"eB1_971","2886","55.66"
"eB1_972","3210","61.91"
"eB1_973","3576","68.97"
"eB1_974","3397","65.52"
"eB1_975","3028","58.4"
"eB1_976","2729","52.63"
"eB1_977","2799","53.98"
"eB1_978","2983","57.53"
"eB1_979","3262","62.91"
"eB1_98","3313","63.9"
"eB1_980","2500","48.22"
"eB1_981","2910","56.12"
"eB1_982","2736","52.77"
"eB1_983","2941","56.72"
"eB1_984","2849","54.95"
"eB1_985","3216","62.03"
"eB1_986","3056","58.94"
"eB1_987","2998","57.82"
"eB1_988","3064","59.09"
"eB1_989","2904","56.01"
"eB1_99","2754","53.11"
"eB1_990","3651","70.41"
"eB1_991","3044","58.71"
"eB1_992","3630","70.01"
"eB1_993","2937","56.64"
"eB1_994","2792","53.85"
"eB1_995","3670","70.78"
"eB1_996","2712","52.3"
"eB1_997","3674","70.86"
"eB1_998","2543","49.05"
"eB1_999","3410","65.77"
"eB2_1","3564","68.74"
"eB2_10","2694","51.96"
"eB2_100","3450","66.54"
"eB2_11","3570","68.85"
"eB2_12","3329","64.2"
"eB2_13","3066","59.13"
"eB2_14","3308","63.8"
"eB2_15","3531","68.1"
"eB2_16","3785","73"
"eB2_17","3158","60.91"
"eB2_18","2475","47.73"
"eB2_19","3732","71.98"
"eB2_2","3779","72.88"
"eB2_20","3235","62.39"
"eB2_21","3685","71.07"
"eB2_22","3540","68.27"
"eB2_23","3414","65.84"
"eB2_24","3669","70.76"
"eB2_25","3312","63.88"
"eB2_26","3545","68.37"
"eB2_27","3264","62.95"
"eB2_28","3428","66.11"
"eB2_29","3600","69.43"
"eB2_3","3459","66.71"
"eB2_30","2805","54.1"
"eB2_31","3694","71.24"
"eB2_32","3175","61.23"
"eB2_33","3608","69.59"
"eB2_34","3656","70.51"
"eB2_35","3359","64.78"
"eB2_36","3061","59.04"
"eB2_37","3448","66.5"
"eB2_38","3016","58.17"
"eB2_39","3770","72.71"
"eB2_4","3419","65.94"
"eB2_40","3312","63.88"
"eB2_41","3696","71.28"
"eB2_42","3061","59.04"
"eB2_43","3632","70.05"
"eB2_44","3741","72.15"
"eB2_45","3790","73.1"
"eB2_46","3649","70.38"
"eB2_47","2979","57.45"
"eB2_48","3128","60.33"
"eB2_49","3665","70.68"
"eB2_5","3204","61.79"
"eB2_50","2813","54.25"
"eB2_51","3309","63.82"
"eB2_52","3433","66.21"
"eB2_53","3409","65.75"
"eB2_54","3559","68.64"
"eB2_55","3248","62.64"
"eB2_56","3345","64.51"
"eB2_57","3607","69.57"
"eB2_58","3146","60.68"
"eB2_59","3591","69.26"
"eB2_6","3360","64.8"
"eB2_60","3368","64.96"
"eB2_61","2954","56.97"
"eB2_62","3573","68.91"
"eB2_63","3748","72.29"
"eB2_64","3329","64.2"
"eB2_65","2837","54.72"
"eB2_66","3335","64.32"
"eB2_67","3364","64.88"
"eB2_68","2646","51.03"
"eB2_69","3352","64.65"
"eB2_7","3594","69.32"
"eB2_70","3249","62.66"
"eB2_71","3695","71.26"
"eB2_72","3085","59.5"
"eB2_73","2848","54.93"
"eB2_74","2529","48.78"
"eB2_75","3539","68.25"
"eB2_76","3300","63.65"
"eB2_77","3612","69.66"
"eB2_78","3795","73.19"
"eB2_79","3431","66.17"
"eB2_8","3379","65.17"
"eB2_80","3721","71.76"
"eB2_81","3305","63.74"
"eB2_82","2921","56.34"
"eB2_83","3136","60.48"
"eB2_84","3473","66.98"
"eB2_85","2963","57.15"
"eB2_86","3509","67.68"
"eB2_87","3753","72.38"
"eB2_88","2743","52.9"
